empty_slots,free_bikes,Latitude,Longitude,Bike_station,Total_bikes,Category,Rating,Restaurant_name,Location,Distance
16,3,49.28,-123.13,Bute & Davie,19,Pastry Shop,-1.0,Comme Chez Ta Mère ,1151 Haro St ,730.0
18,4,49.28,-123.13,Beach & Hornby,22,Flower Store,-1.0,Wall Flowers ,1001 Hornby St ,407.0
18,4,49.28,-123.13,Beach & Hornby,22,Flower Store,-1.0,Downtown Florist ,730 Davie St ,548.0
18,4,49.28,-123.13,Beach & Hornby,22,Flower Store,-1.0,Downtown Gifts and Flowers ,730 Davie St ,574.0
18,4,49.28,-123.13,Beach & Hornby,22,Flower Store,-1.0,Eden Florist ,843 Davie St ,593.0
18,4,49.28,-123.13,Beach & Hornby,22,Flower Store,-1.0,Davie Flowers ,1139 Davie St ,886.0
18,4,49.28,-123.13,Beach & Hornby,22,Flower Store,-1.0,Thomas Hobbs Florist ,1001 Hornby St ,382.0
18,4,49.28,-123.13,Beach & Hornby,22,Pastry Shop,-1.0,Comme Chez Ta Mère ,1151 Haro St ,730.0
13,0,49.28,-123.13,Bute & Barclay,13,Flower Store,-1.0,Wall Flowers ,1001 Hornby St ,407.0
13,0,49.28,-123.13,Bute & Barclay,13,Flower Store,-1.0,Downtown Florist ,730 Davie St ,548.0
13,0,49.28,-123.13,Bute & Barclay,13,Flower Store,-1.0,Downtown Gifts and Flowers ,730 Davie St ,574.0
13,0,49.28,-123.13,Bute & Barclay,13,Flower Store,-1.0,Eden Florist ,843 Davie St ,593.0
13,0,49.28,-123.13,Bute & Barclay,13,Flower Store,-1.0,Davie Flowers ,1139 Davie St ,886.0
13,0,49.28,-123.13,Bute & Barclay,13,Flower Store,-1.0,Thomas Hobbs Florist ,1001 Hornby St ,382.0
13,0,49.28,-123.13,Bute & Barclay,13,Pastry Shop,-1.0,Comme Chez Ta Mère ,1151 Haro St ,730.0
19,3,49.28,-123.13,Burrard & Drake,22,Flower Store,-1.0,Wall Flowers ,1001 Hornby St ,407.0
19,3,49.28,-123.13,Burrard & Drake,22,Flower Store,-1.0,Downtown Florist ,730 Davie St ,548.0
19,3,49.28,-123.13,Burrard & Drake,22,Flower Store,-1.0,Downtown Gifts and Flowers ,730 Davie St ,574.0
19,3,49.28,-123.13,Burrard & Drake,22,Flower Store,-1.0,Eden Florist ,843 Davie St ,593.0
19,3,49.28,-123.13,Burrard & Drake,22,Flower Store,-1.0,Davie Flowers ,1139 Davie St ,886.0
19,3,49.28,-123.13,Burrard & Drake,22,Flower Store,-1.0,Thomas Hobbs Florist ,1001 Hornby St ,382.0
19,3,49.28,-123.13,Burrard & Drake,22,Pastry Shop,-1.0,Comme Chez Ta Mère ,1151 Haro St ,730.0
14,4,49.28,-123.13,Hornby & Drake,18,Flower Store,-1.0,Wall Flowers ,1001 Hornby St ,407.0
14,4,49.28,-123.13,Hornby & Drake,18,Flower Store,-1.0,Downtown Florist ,730 Davie St ,548.0
14,4,49.28,-123.13,Hornby & Drake,18,Flower Store,-1.0,Downtown Gifts and Flowers ,730 Davie St ,574.0
14,4,49.28,-123.13,Hornby & Drake,18,Flower Store,-1.0,Eden Florist ,843 Davie St ,593.0
14,4,49.28,-123.13,Hornby & Drake,18,Flower Store,-1.0,Davie Flowers ,1139 Davie St ,886.0
14,4,49.28,-123.13,Hornby & Drake,18,Flower Store,-1.0,Thomas Hobbs Florist ,1001 Hornby St ,382.0
14,4,49.28,-123.13,Hornby & Drake,18,Pastry Shop,-1.0,Comme Chez Ta Mère ,1151 Haro St ,730.0
1,13,49.27,-123.13,Pacific & Richards,14,Flower Store,-1.0,Sunflower Florist Ltd ,1359 Richards St ,2462.0
11,5,49.27,-123.13,David Lam Park - West,16,Flower Store,-1.0,Sunflower Florist Ltd ,1359 Richards St ,2462.0
2,15,49.27,-123.13,Beach & Seymour,17,Flower Store,-1.0,Sunflower Florist Ltd ,1359 Richards St ,2462.0
5,9,49.27,-123.13,South False Creek Seawall,14,Flower Store,-1.0,Sunflower Florist Ltd ,1359 Richards St ,2462.0
14,1,49.27,-123.13,7th &  Alder,15,Flower Store,-1.0,Sunflower Florist Ltd ,1359 Richards St ,2462.0
10,6,49.27,-123.13,Rolston & Granville,16,Flower Store,-1.0,Sunflower Florist Ltd ,1359 Richards St ,2462.0
9,3,49.29,-123.13,Comox & Broughton,12,Restaurant,-1.0,Ladurée ,1141 Robson St ,721.0
9,3,49.29,-123.13,Comox & Broughton,12,Taiwanese Restaurant,-1.0,Meet Fresh ,1232 Robson St ,897.0
9,3,49.29,-123.13,Comox & Broughton,12,"Japanese, Tapas/Small Plates",4.5, Guu with Garlic, 1698 Robson Street,3860.03
17,0,49.29,-123.13,Nicola & Robson,17,Restaurant,-1.0,Ladurée ,1141 Robson St ,721.0
17,0,49.29,-123.13,Nicola & Robson,17,Taiwanese Restaurant,-1.0,Meet Fresh ,1232 Robson St ,897.0
17,0,49.29,-123.13,Nicola & Robson,17,"Japanese, Tapas/Small Plates",4.5, Guu with Garlic, 1698 Robson Street,3860.03
16,1,49.29,-123.13,Alberni & Jervis,17,Restaurant,-1.0,Ladurée ,1141 Robson St ,721.0
16,1,49.29,-123.13,Alberni & Jervis,17,Taiwanese Restaurant,-1.0,Meet Fresh ,1232 Robson St ,897.0
16,1,49.29,-123.13,Alberni & Jervis,17,"Japanese, Tapas/Small Plates",4.5, Guu with Garlic, 1698 Robson Street,3860.03
8,12,49.29,-123.13,Jervis & Robson,20,Restaurant,-1.0,Ladurée ,1141 Robson St ,721.0
8,12,49.29,-123.13,Jervis & Robson,20,Taiwanese Restaurant,-1.0,Meet Fresh ,1232 Robson St ,897.0
8,12,49.29,-123.13,Jervis & Robson,20,"Japanese, Tapas/Small Plates",4.5, Guu with Garlic, 1698 Robson Street,3860.03
22,4,49.29,-123.13,Bute & Robson,26,Restaurant,-1.0,Ladurée ,1141 Robson St ,721.0
22,4,49.29,-123.13,Bute & Robson,26,Taiwanese Restaurant,-1.0,Meet Fresh ,1232 Robson St ,897.0
22,4,49.29,-123.13,Bute & Robson,26,"Japanese, Tapas/Small Plates",4.5, Guu with Garlic, 1698 Robson Street,3860.03
7,16,49.29,-123.13,Hastings & Broughton,23,Restaurant,-1.0,Ladurée ,1141 Robson St ,721.0
7,16,49.29,-123.13,Hastings & Broughton,23,Taiwanese Restaurant,-1.0,Meet Fresh ,1232 Robson St ,897.0
7,16,49.29,-123.13,Hastings & Broughton,23,"Japanese, Tapas/Small Plates",4.5, Guu with Garlic, 1698 Robson Street,3860.03
13,11,49.29,-123.13,Cardero & Robson,24,Restaurant,-1.0,Ladurée ,1141 Robson St ,721.0
13,11,49.29,-123.13,Cardero & Robson,24,Taiwanese Restaurant,-1.0,Meet Fresh ,1232 Robson St ,897.0
13,11,49.29,-123.13,Cardero & Robson,24,"Japanese, Tapas/Small Plates",4.5, Guu with Garlic, 1698 Robson Street,3860.03
12,6,49.29,-123.13,Cardero & Bayshore,18,Restaurant,-1.0,Ladurée ,1141 Robson St ,721.0
12,6,49.29,-123.13,Cardero & Bayshore,18,Taiwanese Restaurant,-1.0,Meet Fresh ,1232 Robson St ,897.0
12,6,49.29,-123.13,Cardero & Bayshore,18,"Japanese, Tapas/Small Plates",4.5, Guu with Garlic, 1698 Robson Street,3860.03
0,14,49.28,-123.1,Keefer & Columbia,14,"Cambodian, Vietnamese",4.0, Phnom Penh, 244 E Georgia Street,3099.14
1,16,49.28,-123.1,Carrall & Hastings,17,"Cambodian, Vietnamese",4.0, Phnom Penh, 244 E Georgia Street,3099.14
3,15,49.28,-123.1,Creekside Park North,18,"Cambodian, Vietnamese",4.0, Phnom Penh, 244 E Georgia Street,3099.14
17,2,49.28,-123.1,Alexander & Main,19,"Cambodian, Vietnamese",4.0, Phnom Penh, 244 E Georgia Street,3099.14
6,7,49.28,-123.1,Alexander & Dunlevy,13,"Cambodian, Vietnamese",4.0, Phnom Penh, 244 E Georgia Street,3099.14
8,11,49.28,-123.1,Georgia & Main,19,"Cambodian, Vietnamese",4.0, Phnom Penh, 244 E Georgia Street,3099.14
8,6,49.28,-123.1,Pender & Gore,14,"Cambodian, Vietnamese",4.0, Phnom Penh, 244 E Georgia Street,3099.14
8,8,49.28,-123.1,Union & Dunlevy,16,"Cambodian, Vietnamese",4.0, Phnom Penh, 244 E Georgia Street,3099.14
3,19,49.27,-123.15,Cypress & Cornwall,22,"Canadian (New), Diners, Bars",4.5, AnnaLena, 1809 W 1st Avenue,2337.07
3,19,49.27,-123.15,Cypress & Cornwall,22,Canadian (New),4.5, Fable Kitchen, 1944 W 4th Avenue,2254.65
15,3,49.27,-123.15,Cypress & 4th,18,"Canadian (New), Diners, Bars",4.5, AnnaLena, 1809 W 1st Avenue,2337.07
15,3,49.27,-123.15,Cypress & 4th,18,Canadian (New),4.5, Fable Kitchen, 1944 W 4th Avenue,2254.65
0,26,49.27,-123.15,1st & Chestnut,26,"Canadian (New), Diners, Bars",4.5, AnnaLena, 1809 W 1st Avenue,2337.07
0,26,49.27,-123.15,1st & Chestnut,26,Canadian (New),4.5, Fable Kitchen, 1944 W 4th Avenue,2254.65
15,1,49.27,-123.15,7th & Arbutus,16,"Canadian (New), Diners, Bars",4.5, AnnaLena, 1809 W 1st Avenue,2337.07
15,1,49.27,-123.15,7th & Arbutus,16,Canadian (New),4.5, Fable Kitchen, 1944 W 4th Avenue,2254.65
15,1,49.27,-123.15,5th & Arbutus,16,"Canadian (New), Diners, Bars",4.5, AnnaLena, 1809 W 1st Avenue,2337.07
15,1,49.27,-123.15,5th & Arbutus,16,Canadian (New),4.5, Fable Kitchen, 1944 W 4th Avenue,2254.65
6,9,49.27,-123.15,Burrard & 4th,15,"Canadian (New), Diners, Bars",4.5, AnnaLena, 1809 W 1st Avenue,2337.07
6,9,49.27,-123.15,Burrard & 4th,15,Canadian (New),4.5, Fable Kitchen, 1944 W 4th Avenue,2254.65
15,1,49.27,-123.15,Burrard & 7th,16,"Canadian (New), Diners, Bars",4.5, AnnaLena, 1809 W 1st Avenue,2337.07
15,1,49.27,-123.15,Burrard & 7th,16,Canadian (New),4.5, Fable Kitchen, 1944 W 4th Avenue,2254.65
29,6,49.27,-123.15,Kitsilano Beach Park,35,"Canadian (New), Diners, Bars",4.5, AnnaLena, 1809 W 1st Avenue,2337.07
29,6,49.27,-123.15,Kitsilano Beach Park,35,Canadian (New),4.5, Fable Kitchen, 1944 W 4th Avenue,2254.65
10,2,49.26,-123.14,10th & Granville,12,"Japanese, Tapas/Small Plates, Sushi Bars",4.0, Suika, 1626 W Broadway,1532.55
12,2,49.26,-123.14,14th & Granville,14,"Japanese, Tapas/Small Plates, Sushi Bars",4.0, Suika, 1626 W Broadway,1532.55
12,8,49.26,-123.14,Pine & 10th,20,"Japanese, Tapas/Small Plates, Sushi Bars",4.0, Suika, 1626 W Broadway,1532.55
16,1,49.26,-123.1,10th & Main,17,"Vietnamese, Cocktail Bars",4.0, Anh and Chi, 3388 Main Street,1666.07
14,1,49.26,-123.1,14th & Ontario,15,"Vietnamese, Cocktail Bars",4.0, Anh and Chi, 3388 Main Street,1666.07
9,3,49.26,-123.1,14th & Main,12,"Vietnamese, Cocktail Bars",4.0, Anh and Chi, 3388 Main Street,1666.07
17,2,49.26,-123.1,10th & Ontario,19,"Vietnamese, Cocktail Bars",4.0, Anh and Chi, 3388 Main Street,1666.07
10,2,49.26,-123.1,8th & Scotia,12,"Vietnamese, Cocktail Bars",4.0, Anh and Chi, 3388 Main Street,1666.07
14,0,49.26,-123.1,Prince Edward & 16th,14,"Vietnamese, Cocktail Bars",4.0, Anh and Chi, 3388 Main Street,1666.07
9,5,49.26,-123.1,Prince Edward & 14th,14,"Vietnamese, Cocktail Bars",4.0, Anh and Chi, 3388 Main Street,1666.07
10,10,49.26,-123.1,10th & Kingsway,20,"Vietnamese, Cocktail Bars",4.0, Anh and Chi, 3388 Main Street,1666.07
15,2,49.26,-123.1,8th & Prince Edward,17,"Vietnamese, Cocktail Bars",4.0, Anh and Chi, 3388 Main Street,1666.07
9,6,49.26,-123.1,11th & Kingsway,15,"Vietnamese, Cocktail Bars",4.0, Anh and Chi, 3388 Main Street,1666.07
13,4,49.27,-123.16,Vine & 4th,17,"Japanese, Sushi Bars",4.0, Raisu, 2340 W 4th Avenue,2837.77
5,15,49.27,-123.16,York & Yew,20,"Japanese, Sushi Bars",4.0, Raisu, 2340 W 4th Avenue,2837.77
1,17,49.27,-123.16,Trafalgar & Cornwall,18,"Japanese, Sushi Bars",4.0, Raisu, 2340 W 4th Avenue,2837.77
7,12,49.27,-123.16,Balsam & Cornwall,19,"Japanese, Sushi Bars",4.0, Raisu, 2340 W 4th Avenue,2837.77
12,3,49.25,-123.1,18th & Main,15,"Tapas/Small Plates, Wine Bars, Cocktail Bars",4.5, Published On Main, 3593 Main Street,1681.55
16,0,49.25,-123.1,20th & Main,16,"Tapas/Small Plates, Wine Bars, Cocktail Bars",4.5, Published On Main, 3593 Main Street,1681.55
7,5,49.25,-123.1,Ontario & 23rd,12,"Tapas/Small Plates, Wine Bars, Cocktail Bars",4.5, Published On Main, 3593 Main Street,1681.55
17,5,49.25,-123.1,27th & Main,22,"Tapas/Small Plates, Wine Bars, Cocktail Bars",4.5, Published On Main, 3593 Main Street,1681.55
13,0,49.25,-123.1,22nd & Main,13,"Tapas/Small Plates, Wine Bars, Cocktail Bars",4.5, Published On Main, 3593 Main Street,1681.55
